,Building Information,,,,,,,,Events Information,,,,,Ordinate  Intensity Measures,,,,,,Spectral Intensity Measures ,,,,,,Building Response,,,,Building Frequency ,,Average spectral values,,,Duration of Strong Motion,,,,,,,,,,,,,,,
Network,Building ID,B_Lat.,B_Long.,Soil info.,Vs30,Height,No. of story,Typology,Event Date,E_Lat.,E_Long.,Magnitude,Epicentral distance (R),PGA,PGV,PGD,AI,DP,CAV,SA1,SV1,SD1,SA2,SV2,SD2,Drift,PTA,PTV,PTD,F1,F2,Avg_Sa,Avg_Sv,Avg_Sd,Effective,Bracketed 1 [0.05g],Uniform [0.05g],Bracketed [0.1g],Uniform [0.1g],Bracketed [0.15g],Uniform [0.15g],Bracketed [0.2g],Uniform [0.2g],Significant_a1 [(5-75)%],Significant_a2 [(5-95)%],Significant_v1 [(5-75)%],Significant_v2 [(5-95)%],Significant_d1 [(5-75)%],Significant_d2 [(5-95)%],ZX
,,[degree],[degree],Unnamed: 4_level_2,[m/s2],[cm],Unnamed: 7_level_2,Unnamed: 8_level_2,Unnamed: 9_level_2,[degree],[degree],[Mw],[km],[cm/s2],[cm/s],[cm],[cm/s],[cm*s],[cm/s],[cm/s2],[cm/s],[cm],[cm/s2],[cm/s],[cm],[cm/cm],[cm/s2],[cm/s],[cm],Hz,Hz,[cm/s2],[cm/s],[cm],[sec],[sec],[sec],[sec],[sec],[sec],[sec],[sec],[sec],[sec],[sec],[sec],[sec],[sec],[sec],[sec]
,,35.675,139.75,,304.6,9060,21,S,201202141227_CG2_21F_208_1,36.22,141.6333,5.6,179.8,0.488206116599419,0.0771052295975822,0.0226026239117181,0.00211095077890073,0.0000525169615306334,10.1807755587896,0.869657900749895,0.269760545905536,0.0786157205354921,0.855922153568044,0.264897133794638,0.0781931770766226,-0.168595190916182,2.05483927101462,0.592180410965052,0.179712294717269,0.56691593700262,0.524408379626077,0.862790027158969,0.267328839850087,0.0784044488060574,,,,,,,,,,,127.64,,,,,
,,35.675,139.75,,304.6,9060,21,S,201202141521_CG2_21F_208_1,36.2167,141.5967,6,176.6,1.04421271438699,0.244392958126223,0.0794261183691194,0.0120103109728341,0.000622112970963676,29.2479618945794,3.42001168091446,0.950842237896601,0.269014825877038,3.24640424669178,0.953610367798468,0.273477193503176,0.0248239686797164,6.63900309086284,1.86286510270052,0.587291389135345,0.573593987699087,0.546005686582742,3.33320796380312,0.952226302847534,0.271246009690107,,,,,,,,,,,163.3,,,,,
,,35.675,139.75,,304.6,9060,21,S,201202181356_CG2_21F_208_1,35.585,140.085,3.8,31.4,0.956860813370189,0.0426806275180031,0.00487258530696782,0.000548102252250939,0.000000500383285982793,2.57188214800286,0.0795249596765777,0.0570872091060779,0.00521735612702265,0.0710264538107231,0.0567416397201786,0.0049512995993521,-0.248714863927387,1.65280041979155,0.0861294941183367,0.00895060680549026,0.58711438449837,0.573595312444888,0.0752757067436504,0.0569144244131283,0.00508432786318738,,,,,,,,,,,15.93,,,,,
,,35.675,139.75,,304.6,9060,21,S,201202181413_CG2_21F_208_1,35.5833,140.0867,4.2,31.6,1.28394629195903,0.0548186132361374,0.0080795273280288,0.000880365739527689,0.000000941894487497209,3.23305034053874,0.117955795892267,0.0754362933674921,0.00788392792992132,0.101348396851312,0.0735083774089771,0.00752626780609408,-0.246651663253528,2.13944965787727,0.12200473574039,0.0142199520054955,0.561971087383593,0.563242300382256,0.109652096371789,0.0744723353882346,0.0077050978680077,,,,,,,,,,,16.39,,,,,
,,35.675,139.75,,304.6,9060,21,S,201202182320_CG2_21F_208_1,36.47,140.9717,4.8,140.9,0.482394625841742,0.0499092853598206,0.00734969955673326,0.00100064076909948,0.0000080514246053964,5.51063678793413,0.252740804505605,0.0723091464449228,0.0181226468836701,0.197332026844658,0.0664909138117969,0.0182217984305362,-0.23293416491553,0.925640094249986,0.139692173636809,0.0404862824802719,0.588051469378848,0.521322263262107,0.225036415675131,0.0694000301283598,0.0181722226571032,,,,,,,,,,,59.82,,,,,
,,35.675,139.75,,304.6,9060,21,S,201202191454_CG2_21F_208_1,36.75,140.5883,5.2,141.3,2.46608053610542,0.16929349867223,0.0343184252280802,0.0146506052210429,0.000162852627726278,19.0804407157518,1.0572424625507,0.313977734300729,0.0670192100926203,0.878358023768111,0.258871814836115,0.0763010503859127,-0.198114187176471,4.64115963745864,0.46518282782422,0.134368446107741,0.536972742532505,0.538613775065388,0.967800243159406,0.286424774568422,0.0716601302392665,,,,,,,,,,,48.1,,,,,
,,35.675,139.75,,304.6,9060,21,S,201202241310_CG2_21F_208_1,35.9867,140.0767,4.2,45.5,1.26556590568407,0.0772999383989847,0.00597120691880845,0.00185099620509597,0.00000226668324013116,5.32318381771918,0.144235335360869,0.0867033109495953,0.00937680652999242,0.123444723072481,0.0830484097953799,0.00951157879791813,-0.242286828504441,2.22435436480396,0.156938077762413,0.0194088757510068,0.575130443349985,0.556081208731112,0.133840029216675,0.0848758603724876,0.00944419266395528,,,,,,,,,,,20.08,,,,,
,,35.675,139.75,,304.6,9060,21,S,201202291800_CG2_21F_208_1,37.2883,141.6767,5.4,248.6,1.06864458562626,0.0941067095970018,0.0191156492274985,0.00433708729820794,0.0000428794222971392,13.4976243910623,0.704237793041596,0.188501104648234,0.0479884071582417,0.571352519367799,0.204469128168656,0.0508769949871669,-0.200669970690235,2.46517304287653,0.405707953475609,0.106187194714567,0.603275223707593,0.533236417574223,0.637795156204697,0.196485116408445,0.0494327010727043,,,,,,,,,,,78.7,,,,,
,,35.675,139.75,,304.6,9060,21,S,201202292332_CG2_21F_208_1,35.335,141.2783,5.9,143,1.6247300948503,0.257367655982211,0.0754248099398261,0.0176766943881251,0.000466775211186427,36.353284864332,1.95732764207996,0.526460696200071,0.136966616776349,2.31319156264999,0.739993594732174,0.212233916230155,-0.0530958079469345,5.17842432360785,1.47001714025447,0.404206030113401,0.596474556641381,0.523167943342544,2.13525960236497,0.633227145466122,0.174600266503252,,,,,,,,,,,151.42,,,,,
,,35.675,139.75,,304.6,9060,21,S,201203010732_CG2_21F_208_1,36.4383,140.625,5.3,115.7,5.09564558386396,0.173850284662365,0.019445443659789,0.0283692752141778,0.000184822053874546,25.7964016697716,1.29177738491287,0.329982359331769,0.0861187870848991,0.925024644282826,0.271765759268827,0.0768936685183138,-0.17751809468132,5.12353670416337,0.643232574629598,0.181983298077988,0.569382985849058,0.549924074061535,1.10840101459785,0.300874059300298,0.0815062278016065,,,,,,,,,,,44.05,,,,,
,,35.675,139.75,,304.6,9060,21,S,201203080350_CG2_21F_208_1,36.0667,139.865,4.2,45,2.3203865846806,0.0499396613143471,0.00270257922998566,0.00413132924156488,0.00000592898376280252,6.80927816465658,0.0724920858201177,0.0568398771830415,0.00445457541236967,0.0583373384455759,0.0563189867211735,0.00471835769152676,-0.247008748246365,2.13290979542466,0.0934200092042145,0.0113400963432794,0.583881446294889,0.548832098003115,0.0654147121328468,0.0565794319521075,0.00458646655194822,,,,,,,,,,,16.67,,,,,
,,35.675,139.75,,304.6,9060,21,S,201203100225_CG2_21F_208_1,36.7167,140.6117,5.4,139.3,1.36275082776212,0.124786083197107,0.0435602632744933,0.00537427738518968,0.000166731681533035,14.7015272174919,0.951356368314338,0.258346438450639,0.0658358545468397,0.920103542353976,0.325181433811995,0.0969977019813413,-0.193949392164458,2.3852515354376,0.490377960638526,0.146260429593842,0.543668254013262,0.488578901482127,0.935729955334157,0.291763936131317,0.0814167782640905,,,,,,,,,,,86.06,,,,,
,,35.675,139.75,,304.6,9060,21,S,201203141808_CG2_21F_208_1,40.775,145.2267,6.9,741.6,1.15236850506565,0.115317515112038,0.0910289321446934,0.00425528835600099,0.0000570152904739323,17.9255640954618,1.03727610873961,0.29171883065654,0.0751936903056406,0.945145544874519,0.305944398470781,0.0892985588335494,-0.17616824206821,2.21276730140843,0.69611871505397,0.227836582329932,0.586380401094945,0.514339797944516,0.991210826807064,0.29883161456366,0.082246124569595,,,,,,,,,,,206.31,,,,,
,,35.675,139.75,,304.6,9060,21,S,201203142105_CG2_21F_208_1,35.7467,140.9317,6.1,106.6,4.90245212289504,0.596402438834195,0.187754048981325,0.091070462105808,0.00109516252176131,70.5131624875622,4.18385241119653,1.26116312748484,0.304063827383808,5.93293729998262,1.63693222789512,0.521100187089865,0.260507973655772,11.113971995967,3.30675522074599,1.04484463749266,0.579237585054607,0.534878987585364,5.05839485558958,1.44904767768998,0.412582007236837,,,,,,,,,,,101.62,,,,,
,,35.675,139.75,,304.6,9060,21,S,201203160420_CG2_21F_208_1,35.88,139.59,5.3,27.5,3.73586732777833,0.240746734664114,0.0407864351697377,0.0174731165787614,0.0000903245452304224,20.3013557478805,0.884531821355133,0.361799078598488,0.0630704094015429,0.68465001157273,0.353246904705745,0.0562491218184838,-0.213583365969246,4.40242395658164,0.362742873669879,0.108647988046741,0.58963352461721,0.5477972513678,0.784590916463932,0.357522991652116,0.0596597656100134,,,,,,,,,,,41.65,,,,,
,,35.675,139.75,,304.6,9060,21,S,201203272000_CG2_21F_208_1,39.805,142.3333,6.6,512.4,0.587431242749864,0.199724605301592,0.10961144430521,0.00684299890509834,0.00027888436984564,23.7848777878128,1.75340338849663,0.470165244901603,0.160795049783959,1.74212025924046,0.481540545493773,0.166511083075944,-0.113452792607413,2.73063628990396,0.661745443715799,0.225101281164098,0.556950029191893,0.51289707654588,1.74776182386855,0.475852895197688,0.163653066429952,,,,,,,,,,,167.25,,,,,
,,35.675,139.75,,304.6,9060,21,S,201204012304_CG2_21F_208_1,37.0767,141.1317,5.9,199,2.14957570031582,0.164139241633971,0.032626652719873,0.0133369893890337,0.000355504923322847,22.4379327261503,1.21339784474442,0.327631070500963,0.0782110871779516,0.693062613636581,0.306343962482141,0.0626746627925442,-0.192520019315265,3.9808987963876,0.519639597245921,0.158329503100952,0.580858980077831,0.526672856779811,0.9532302291905,0.316987516491552,0.0704428749852479,,,,,,,,,,,76.72,,,,,
,,35.675,139.75,,304.6,9060,21,S,201204122019_CG2_21F_208_1,36.8283,141.3417,5.6,191.8,0.847259139974842,0.0939108093613946,0.0380535195537564,0.00500346856353026,0.0000887070190153194,17.258150691433,0.842139049712644,0.23016263365339,0.0694005561813229,0.783592926211492,0.253215291731885,0.0703564520513231,-0.198239958987516,2.25437507911281,0.489824780457096,0.158580039499584,0.578799154126883,0.528712550004221,0.812865987962068,0.241688962692637,0.069878504116323,,,,,,,,,,,126.84,,,,,
,,35.675,139.75,,304.6,9060,21,S,201204122350_CG2_21F_208_1,37.4517,141.7333,5.9,265.3,0.598077446849988,0.105528811372821,0.0380537829510147,0.00404991509544338,0.0000897396538718167,17.7617048854911,0.93290459954295,0.268776700390098,0.0708077333477299,1.03775651079019,0.327686833655265,0.0982122589537456,-0.163186090715455,2.37016831237423,0.600126696370824,0.177248474377782,0.613655272770645,0.515327515339622,0.98533055516657,0.298231767022681,0.0845099961507378,,,,,,,,,,,157.82,,,,,
,,35.675,139.75,,304.6,9060,21,S,201204131910_CG2_21F_208_1,36.9467,141.4217,6,205.9,1.32336681488214,0.235279206475434,0.0801151218327893,0.0156649628881143,0.000568667582797993,35.3023885284509,2.8502570672254,0.740134481879004,0.211765855900463,2.54078897061383,0.731287783884828,0.237699814206552,-0.113822040628064,4.42665501570539,1.1905734682783,0.361453509564067,0.56714857849214,0.517125619598069,2.69552301891961,0.735711132881916,0.224732835053507,,,,,,,,,,,156.91,,,,,
,,35.675,139.75,,304.6,9060,21,S,201204191233_CG2_21F_208_1,36.9433,141.39,5.1,203.6,0.695856907104029,0.0480094077931064,0.0113520657843495,0.00108637852905631,0.0000114150327226354,6.32939310503425,0.350028507906931,0.0965775001680065,0.0259946713096799,0.298250739564349,0.0885350667240822,0.0242462254008131,-0.224330305224975,1.12018937628459,0.199350525330676,0.0571419251229412,0.610681165823602,0.556872994816884,0.32413962373564,0.0925562834460444,0.0251204483552465,,,,,,,,,,,78.43,,,,,
,,35.675,139.75,,304.6,9060,21,S,201204250522_CG2_21F_208_1,35.7217,140.6783,5.5,83.6,2.27107081182272,0.228464834257823,0.0428396871772668,0.0157903120498476,0.000200301108018545,25.8956875938367,1.35944755370104,0.461563651802137,0.110915334782753,1.280910741913,0.440046812543591,0.109057885977,-0.180060580464706,4.10292873142891,0.766245943920561,0.162732291693702,0.576401957690883,0.540340167159779,1.32017914780702,0.450805232172864,0.109986610379877,,,,,,,,,,,72.66,,,,,
,,35.675,139.75,,304.6,9060,21,S,201204291928_CG2_21F_208_1,35.715,140.6,5.8,76.5,2.63631382975006,0.284893855354812,0.0758134611452341,0.0295980512669474,0.000586660275702518,41.0065520366799,2.8134033230205,0.696861082967043,0.176008693742311,1.52224103663912,0.549383500241936,0.136402731616472,-0.125005969681521,5.93953630220913,1.09049181910431,0.293821054610068,0.549273592716404,0.529092830733653,2.16782217982981,0.62312229160449,0.156205712679391,,,,,,,,,,,107.58,,,,,
,,35.675,139.75,,304.6,9060,21,S,201205041154_CG2_21F_208_1,35.615,140.145,4.3,35.9,1.23634836063349,0.0922134585746546,0.0118800250844354,0.00169297702851273,0.00000284001131796367,5.5778715884429,0.161099565922897,0.107876492646617,0.0151360832924948,0.182217689700808,0.109228088985569,0.0156450214211078,-0.237617350349671,1.98791006716349,0.162564652060383,0.0247115515671726,0.600752598080614,0.535243927415961,0.171658627811853,0.108552290816093,0.0153905523568013,,,,,,,,,,,26.82,,,,,
,,35.675,139.75,,304.6,9060,21,S,201205041201_CG2_21F_208_1,35.6283,140.1467,3.8,35.7,1.19464357764947,0.0517878835570723,0.00597502297918532,0.000651350046670282,0.00000071065836300066,3.05446799942247,0.13524274682604,0.0533716554252395,0.00897561244725965,0.109345116686244,0.056161382480131,0.00868090899478018,-0.244460160323442,1.44129830946922,0.121215365470364,0.0141868541863863,0.594538520847552,0.541771073149392,0.122293931756142,0.0547665189526853,0.00882826072101991,,,,,,,,,,,20.85,,,,,
,,35.675,139.75,,304.6,9060,21,S,201205181718_CG2_21F_208_1,36.135,139.84,4.8,52.1,3.47890825512773,0.206544090967454,0.0197789186829456,0.0223907028042915,0.000106938314913059,20.764748545448,0.809961580180505,0.334591152315825,0.0457369938971961,0.434886428999972,0.24339604486669,0.0355940628298289,-0.227763812669791,4.85029844120175,0.33371011838961,0.0548140007950331,0.564653264702049,0.549251713189787,0.622424004590239,0.288993598591257,0.0406655283635125,,,,,,,,,,,29.77,,,,,
,,35.675,139.75,,304.6,9060,21,S,201205240002_CG2_21F_208_1,41.3433,142.1233,6.1,663.4,0.417416226814875,0.0702556850978479,0.0332839342406179,0.00116359217780792,0.0000486833504144841,7.44897182139792,0.522035667210759,0.158575987599716,0.0423073909299405,0.502330394024945,0.163722682689001,0.0425391209630487,-0.215517819838422,1.26311771359402,0.325141583840439,0.0956379163094444,0.561916165975433,0.542290838428979,0.512183030617852,0.161149335144359,0.0424232559464946,,,,,,,,,,,107.51,,,,,
,,35.675,139.75,,304.6,9060,21,S,201205290136_CG2_21F_208_1,35.805,140.0867,5.2,33.4,9.23374953960369,0.67107121262436,0.149725021272367,0.0631363280107299,0.000404749621059053,31.1155925170652,3.95052539609619,1.22496886288888,0.282965378105285,3.07477880343081,1.23330910144974,0.278714094357982,-0.010192830042877,10.8802945690857,1.68018258020703,0.43291657557837,0.582082067223267,0.525874820424631,3.5126520997635,1.22913898216931,0.280839736231633,,,,,,,,,,,22.62,,,,,
,,35.675,139.75,,304.6,9060,21,S,201206011748_CG2_21F_208_1,36.0267,139.875,5.1,40.9,6.68436117663525,0.293174212110782,0.0411635594003528,0.0491497998453978,0.000277745241421532,32.6767437470744,1.10374483619458,0.423663210048922,0.0758009022730055,1.00905521932991,0.463762287900304,0.088247687303683,-0.201472973531078,8.8405357806324,0.734920183738992,0.104025391720676,0.553050877208693,0.533176720633841,1.05640002776225,0.443712748974613,0.0820242947883443,,,,,,,,,,,33.74,,,,,
,,35.675,139.75,,304.6,9060,21,S,201206060431_CG2_21F_208_1,34.9917,141.37,6.3,164.9,0.902508160704372,0.292189239819085,0.155992167466395,0.020966519354607,0.00310776233133662,45.4573647050047,2.55614837936828,0.508523968139444,0.124115937310861,2.43443327837348,0.731973648173194,0.227903544074291,-0.112689708628229,4.01113536439547,1.31663328432331,0.445012358885948,0.646608963576229,0.519006341930001,2.49529082887088,0.620248808156319,0.176009740692576,,,,,,,,,,,201.1,,,,,
,,35.675,139.75,,304.6,9060,21,S,201206171613_CG2_21F_208_1,36.1783,140.01,4.5,60.8,1.33041600517796,0.059300785578001,0.0103847040917369,0.00215650677524589,0.00000423880824079491,6.71831032030148,0.239480202395267,0.097470069501683,0.0178178983964278,0.201694278500384,0.0915773498974785,0.0168382520527645,-0.240060902107023,1.84180801913038,0.160897604343492,0.0307225487199202,0.594464197211759,0.544329514910197,0.220587240447825,0.0945237096995808,0.0173280752245962,,,,,,,,,,,31.48,,,,,
,,35.675,139.75,,304.6,9060,21,S,201206180532_CG2_21F_208_1,38.8733,142.09,6.2,411.6,0.705310677642101,0.10405817545261,0.0615490085656901,0.0033621258138017,0.0000988053300382542,15.3533441132514,0.711337193138742,0.200393557177756,0.0553294169566621,0.867256748142913,0.242210239514855,0.076171483351466,-0.180269091519294,1.66364939299406,0.395172929292955,0.112736682381371,0.579784029854203,0.534894852520608,0.789296970640828,0.221301898346305,0.0657504501540641,,,,,,,,,,,168.72,,,,,
,,35.675,139.75,,304.6,9060,21,S,201206281451_CG2_21F_208_1,37.1667,141.1967,5.2,210.4,1.43641250091617,0.0556176536424958,0.0105529454071781,0.00275084020494017,0.0000110941269751349,7.62891705198278,0.256001115758768,0.0749322514453325,0.0164555528192581,0.307261126445483,0.0787630575427122,0.0238237161497687,-0.230510035053406,1.95781146018524,0.187621377674181,0.0555400552284156,0.620840225066376,0.567752844936605,0.281631121102125,0.0768476544940224,0.0201396344845134,,,,,,,,,,,34.78,,,,,
,,35.675,139.75,,304.6,9060,21,S,201206290244_CG2_21F_208_1,35.2533,140.2067,4.5,62,0.285580117811328,0.0781869000388381,0.0327271498632776,0.000587458531558529,0.00000464447491276555,4.69491589289524,0.878318730916879,0.25496455680108,0.0652504962618439,0.956065496528072,0.273717924564807,0.0777850953233597,-0.188882905508797,1.94672215979258,0.550773064815815,0.155720354206161,0.576965237522356,0.554348390793852,0.917192113722475,0.264341240682944,0.0715177957926018,,,,,,,,,,,77.49,,,,,
,,35.675,139.75,,304.6,9060,21,S,201207031131_CG2_21F_208_1,35,139.87,5.2,75.5,3.95402322041795,0.257464379022768,0.0287541878523237,0.0212478307470338,0.000148930171163634,23.351298386183,0.621801625336719,0.374044311029382,0.0468401652774386,0.536150721360974,0.359224467877258,0.0435662068429044,-0.215017745213464,5.91243455435362,0.482850073931466,0.0738145778653034,0.589962243003184,0.550447477421952,0.578976173348846,0.36663438945332,0.0452031860601715,,,,,,,,,,,46.94,,,,,
,,35.675,139.75,,304.6,9060,21,S,201207121354_CG2_21F_208_1,36.0817,139.885,4.2,47,1.10040710634333,0.0397758435758957,0.00314004633589277,0.00166926177076784,0.00000239656609403717,5.31619586105662,0.0877278843802239,0.0444717598225922,0.005210879692417,0.0667507039881812,0.0448165622995182,0.00468751553270547,-0.246101537324817,1.84944046302377,0.0923613650204603,0.0130808576068011,0.585010900231632,0.575708656063315,0.0772392941842026,0.0446441610610552,0.00494919761256124,,,,,,,,,,,24.95,,,,,
,,35.675,139.75,,304.6,9060,21,S,201207160431_CG2_21F_208_1,36.1517,139.8167,4.8,53.6,1.9277953958983,0.102038732547099,0.0122005361143298,0.0065962589816774,0.000042641405502624,11.9387536257611,0.434946500850465,0.154795275271141,0.032523692196311,0.412609850938988,0.145728340747359,0.0328937045965444,-0.220550088338299,2.85770813795289,0.290400328647382,0.0653698178189963,0.55431500105776,0.557302910924924,0.423778175894727,0.15026180800925,0.0327086983964277,,,,,,,,,,,33,,,,,
,,35.675,139.75,,304.6,9060,21,S,201207261930_CG2_21F_208_1,36.1067,140.11,4.1,58,1.18017092531197,0.0318534208456868,0.00282128007015313,0.00083557745733071,0.000000837960575827594,3.26856672396605,0.120087544700794,0.048098516359018,0.00605693358131669,0.087099491152232,0.0432970532731298,0.00594623295519272,-0.247014306625035,1.13068678291743,0.0700080843550508,0.0112080497443457,0.59355382752337,0.581586036993724,0.103593517926513,0.0456977848160739,0.00600158326825471,,,,,,,,,,,16.98,,,,,
,,35.675,139.75,,304.6,9060,21,S,201207272340_CG2_21F_208_1,35.9733,140.0967,3.8,45.5,0.532609251370504,0.0352613775781169,0.0038392039584424,0.000409685999338211,0.000000536087140240924,2.73879232588612,0.119862750718227,0.0447492334513763,0.00708246715477996,0.101404422059459,0.0435802400806195,0.00731510849529057,-0.247730432479493,1.05128234299528,0.0866590644993845,0.0101920153767602,0.594544693999489,0.585934608534371,0.110633586388843,0.0441647367659979,0.00719878782503527,,,,,,,,,,,27.11,,,,,
,,35.675,139.75,,304.6,9060,21,S,201207310616_CG2_21F_208_1,35.7633,139.89,3.9,15.9,0.720628117253957,0.0272628915403417,0.00216310905040968,0.000340838210351987,0.000000333003965455811,2.21826577524886,0.0391271910538653,0.0350491202590575,0.00282680540740818,0.0398240516766929,0.0353469879207853,0.00276431305332405,-0.249701902157397,0.77912940883339,0.0299601918748698,0.00541325961129344,0.601431049840988,0.584604092074962,0.0394756213652791,0.0351980540899214,0.00279555923036611,,,,,,,,,,,19.41,,,,,
,,35.675,139.75,,304.6,9060,21,S,201208032219_CG2_21F_208_1,36.025,139.8983,4.6,41.3,2.13270099656277,0.0588970245539982,0.0080265560114573,0.00512931288176407,0.0000114603656168936,9.52704149148003,0.177096202720221,0.0911062355287789,0.0109391082053275,0.143789342688244,0.0825346043719025,0.0108525348595937,-0.238607220966707,2.77679436366441,0.144331340096349,0.0261883249799917,0.584287150008915,0.567676013435078,0.160442772704232,0.0868204199503407,0.0108958215324606,,,,,,,,,,,24.55,,,,,
,,35.675,139.75,,304.6,9060,21,S,201208131348_CG2_21F_208_1,35.92,139.8167,3.9,28.1,0.940616063905892,0.0418411753040228,0.00319911078215908,0.000845312876710773,0.000000784884972040415,3.35954893299703,0.0533966954501888,0.0393141592692299,0.00358512988131645,0.0512327914205641,0.0390791819846618,0.0037956237033482,-0.2484642870587,1.71876139247568,0.0650914189709109,0.00734879212189586,0.583647966202828,0.552439417026004,0.0523147434353765,0.0391966706269458,0.00369037679233233,,,,,,,,,,,15.95,,,,,
,,35.675,139.75,,304.6,9060,21,S,201208141159_CG2_21F_208_1,49.1833,145.8817,7.3,1583,0.471463102506307,0.160106057088829,0.0964427398123235,0.00437879311653369,0.000140125972613864,24.0515810146298,0.928927108167812,0.220378694061731,0.0531476700252396,0.838557932077698,0.230365552530606,0.0721465952823574,-0.123850569861945,2.12391144316991,0.638140693658429,0.213304751159826,0.603153729278922,0.540703406938092,0.883742520122755,0.225372123296168,0.0626471326537985,,,,,,,,,,,307.57,,,,,
,,35.675,139.75,,304.6,9060,21,S,201208202042_CG2_21F_208_1,35.9167,140.4417,5.2,67.7,1.88336716141933,0.341616725775515,0.070294168893164,0.00757948514724702,0.0000463415211947042,14.2976127269065,1.95049914530775,0.571640301631212,0.141312493007579,1.66268981210212,0.525138055456736,0.148840920027447,-0.169016540662747,3.88180966914015,0.855676985291181,0.200187142064862,0.568199623712658,0.530492869829193,1.80659447870494,0.548389178543974,0.145076706517513,,,,,,,,,,,51.65,,,,,
,,35.675,139.75,,304.6,9060,21,S,201208260336_CG2_21F_208_1,36.9667,141.0817,5.2,186.7,1.61673552688509,0.0457834888910551,0.00684812348056747,0.00276024053468193,0.0000105724608522175,7.33842593820668,0.178785020562924,0.0561871276079486,0.0179122830313432,0.171441402773931,0.0520928636562187,0.0153470351266562,-0.241819813193924,1.67784962143511,0.0995057537481705,0.0275355588785022,0.564529530708898,0.528440442475636,0.175113211668427,0.0541399956320837,0.0166296590789997,,,,,,,,,,,31.18,,,,,
,,35.675,139.75,,304.6,9060,21,S,201208300405_CG2_21F_208_1,38.4067,141.9133,5.6,359.4,0.626704932446787,0.04314715093746,0.0107528379463506,0.00146525717865807,0.000026683782147471,7.8025385849023,0.41229849189896,0.114182649256195,0.0285081642139769,0.382934903006983,0.104886001000366,0.0301463259167466,-0.229270837194207,1.77267675305837,0.197932072998987,0.0635702134995496,0.633712597783849,0.566155518531914,0.397616697452971,0.109534325128281,0.0293272450653618,,,,,,,,,,,94.72,,,,,
,,35.675,139.75,,304.6,9060,21,S,201208300417_CG2_21F_208_1,36.12,139.85,4.1,50.5,0.802836569039234,0.0281787381483418,0.00429202902304113,0.00132058728288181,0.00000192445907651583,4.6950378358556,0.0579487108830043,0.0319784819389249,0.00399222849985963,0.0579487108830043,0.0319784819389249,0.00399222849985963,-0.248149733757911,1.41033288627755,0.0575562678874445,0.00817178129175365,0.57400929019341,0.573397759615028,0.0579487108830043,0.0319784819389249,0.00399222849985963,,,,,,,,,,,26.2,,,,,
,,35.675,139.75,,304.6,9060,21,S,201209140222_CG2_21F_208_1,35.86,140.54,5.1,73.9,2.84185330655123,0.151376619987495,0.0316223474721759,0.0105088280709678,0.000124750688488247,16.5015156404765,0.855257844315366,0.274586029745982,0.0618314659088147,1.00809668441514,0.268373210723857,0.0844818710694828,-0.196788187955391,4.47674212338184,0.539152256980352,0.140003314711258,0.564472435832027,0.54628567166014,0.931677264365253,0.271479620234919,0.0731566684891487,,,,,,,,,,,47.91,,,,,
,,35.675,139.75,,304.6,9060,21,S,201210020340_CG2_21F_208_1,36.0917,140.9817,4.2,120,0.35270620022699,0.0816966879753812,0.0355432270441528,0.00185806472477022,0.0000538098943479409,10.8823320932266,1.12581247833134,0.303865852444092,0.0807037109352495,0.826396153548734,0.233584498286398,0.0687695569989878,-0.197459562889047,1.77465886772754,0.494633619424247,0.143528437948933,0.580483417033369,0.548032403027247,0.976104315940037,0.268725175365245,0.0747366339671187,,,,,,,,,,,132.77,,,,,
,,35.675,139.75,,304.6,9060,21,S,201210021010_CG2_21F_208_1,36.9183,141.395,5.6,202,1.1450973123208,0.0245114905937944,0.00378814508312502,0.000829011073944121,0.0000012039367648126,3.67138953010821,0.103919578025719,0.032231206340455,0.00764741905296423,0.0756057015105086,0.0319503406364378,0.00653275532141253,-0.244179878866708,1.29796081851219,0.0786781602241044,0.017046692477855,0.537046317792092,0.538150294179932,0.0897626397681138,0.0320907734884464,0.00709008718718838,,,,,,,,,,,22.34,,,,,
,,35.675,139.75,,304.6,9060,21,S,201210090555_CG2_21F_208_1,35.7717,140.105,3.7,33.5,0.56250329292382,0.0252244164334416,0.00458110197234438,0.000440875949259403,0.000000454198199255949,2.84620494904817,0.108213797745412,0.049298717725801,0.00755275086947974,0.0980484919190145,0.0478742955102223,0.00737985306823389,-0.24622518788246,1.74439197130289,0.0878816389534676,0.0124630200127054,0.570665745164267,0.570059552996383,0.103131144832213,0.0485865066180117,0.00746630196885682,,,,,,,,,,,27.33,,,,,
,,35.675,139.75,,304.6,9060,21,S,201210121357_CG2_21F_208_1,35.8483,140.5483,5.1,74.3,1.50134350766595,0.145839671995041,0.0302314333406945,0.00621062193116446,0.0000390486949281145,13.1230404467177,0.626253036042541,0.185474988157111,0.0457241725677743,0.68693115670844,0.197701010438322,0.0606004356249563,-0.225356502275782,2.76757073443953,0.291200054310954,0.0736998389545131,0.559232887905956,0.531909328683522,0.656592096375491,0.191587999297716,0.0531623040963653,,,,,,,,,,,45.79,,,,,
